6.67,13.9,64.3,77,8.2,36.8,278,80.8,7.8,5151.5,4286.9
5.06,22.4,77.4,77.3,32.7,37.6,336.1,43.7,11.8,1174.2,929.5
7.71,34.8,49.8,42.9,5.1,11.7,263.9,40.9,9.1,4706.4,3205.4
4.8,67,57.4,21.3,40.7,34.6,397.8,65.3,8.2,1844.2,1438.4
8.45,97.9,69.5,18.6,15.9,11.1,70.4,34.4,9.1,6671,4449.7
7.59,20.6,68,58.4,18.5,21,204.9,53.9,5.8,6598.6,6027.4
5.29,22.8,58.9,76.3,20.5,26.3,301.7,29.9,6.5,2353,2241.5
4.52,43.2,42.5,82,39.4,14.4,314.7,41.3,9.7,4686.5,3587.7
7.76,85.3,25.5,33.1,17,32.4,126.3,40.8,4.7,1168,861.9
7.33,52.1,70.8,35.7,17.8,10.3,83.5,68.6,6.4,6590.7,4711.8
7.42,38.9,63.2,18.1,29.3,15.1,59.4,39.8,9,4137.9,3209.4
7.59,60.5,67.8,72,25.8,27.4,235.9,82.9,12,1259.3,1282.5
4.8,33.4,15.6,32.1,48,31.4,198.7,88.8,11.4,3055,2515.6
5.93,46.1,28.6,48.5,16.9,37.5,305.5,25.7,10.7,1461.1,1160.6
4.96,39.9,36.9,84.3,9.1,31.2,252.3,47.8,8,3357.7,3001.9
7.95,82.4,67.9,70.2,29.3,30.2,227.3,41.1,10.4,5019.6,4587.7
6.99,93.2,72,14.2,13.3,21.8,429.5,44.6,8.5,3819.3,3814.1
5.82,78.4,26.4,10.7,23.6,10,329.7,38.6,7.7,3302.3,2283.3
4.75,49.5,56.5,73,13.4,13.6,340.7,46.8,5.8,1714.9,1281.4
5.74,55.4,10.8,54.2,44.6,26,221.8,29.9,11.6,2469.6,2556.1
5.8,21.3,35.7,67.6,19.7,30.3,399.6,39.6,8.8,1600.9,1386.3
7.42,77.2,41.5,22.5,39.9,22.5,118.4,72.3,9.4,5845,6431.5
7.05,63.7,62.4,79.8,47.7,31.9,230.9,44.1,5.1,1811.4,1731.7
8.05,91.2,71.9,71.9,47.3,25.7,71.2,34.5,7.4,4572.2,5091.6
6.39,28.1,30.3,81.3,28.6,12.2,101.9,27.6,11.7,3056.4,2323.4
4.98,78.4,44.6,37.3,49.2,15.8,86.7,44.4,10.1,2355.9,1783.1
7.35,71.6,53.6,32.1,34.5,35.2,248.6,65,11.1,4836.8,3904
7.54,33.9,29.7,22.1,10.8,31.7,363.8,37.7,7.2,3742,3160.6
6.75,70.1,78.9,84.4,45,36.8,190.7,49.6,4.5,3400.9,3126
7.58,93.2,70.7,24.1,26.1,13.5,62,86.7,6.8,4557.1,3768.1
6.48,92.7,27.2,19.5,11.9,39.7,368.2,58.7,7,3947.6,2878.9
6.59,74.8,43.1,25.4,40.6,16.3,143.3,57.2,6.4,2820.9,2326.3
6.21,14.3,22.3,71.7,33.1,10.4,375.2,48.7,8.2,4354.4,3005.1
4.6,88.5,43.6,81.2,44.7,39.9,53.3,59,5.5,5017,3270.9
4.93,69.2,56.2,74.9,42.2,18.4,190.6,88.9,11.5,1160.2,1122.1
4.63,37.9,11.4,55.1,19.4,30,329.6,37.8,11.3,3795.2,3387
7.05,26.9,70.3,89.5,16.5,15.3,442,85.9,6.1,1346.1,1077.6
5.76,20.5,49.5,15.5,38,27.4,389.4,30.4,9.2,2118.4,1965.7
6.53,14.5,79.2,79.4,30.8,37.1,252.3,27.8,8,4363.1,3474.6
8.13,77.9,6.9,44.2,8.1,19.6,373.3,65.8,6,6197.1,4878.3
5.5,31.2,67.4,46.4,13.2,30.1,291.9,37.6,11.2,6296.8,5415.8
6.14,12.2,64.4,20.2,11.8,15.6,416,51.1,5.8,1419.7,1259.5
7.52,45.8,15,12.7,31.5,28.7,397.4,71.1,9,3514.6,3463.8
5.42,53.4,30.1,35.3,8.9,20.1,489.1,57.4,6.7,4498,3681.3
4.81,25.2,71.4,24,14.3,16.3,97.2,21,10.6,1882.4,1306.7
5.66,14,43.9,48.7,29.5,19.4,203.3,41.4,9,5592.6,4922.9
5.14,27,35.1,21.8,11,15.4,136.6,24.5,10.7,5465.4,4445.8
8.22,71.1,72.9,21,16.2,37.1,333.8,84.8,6.8,6420,5104
7.73,17.4,12,80.2,45.8,21.9,348.8,75.6,4.1,1050.9,989.5
7.03,60,40.5,83.7,36.4,17.4,141.7,88.9,5.8,2300.1,1949
7.99,23.2,53.9,87.1,18.8,23.5,239.7,82,10.5,5963.1,5722.9
7.71,27.6,50.6,64.4,44.5,19.6,321,53.3,6.5,5023.5,4325.9
5.25,45.4,24.8,71.7,16.3,32.3,346.5,81.8,6.6,6366.3,5120.2
8.07,19.1,47.2,76.9,31.5,39.1,96.2,67.1,7.6,1343.1,900.2
6.66,25.6,58.1,62.7,21.6,23.1,464.5,56.7,6.2,4581.8,4846.7
7.73,41.4,48.9,36.4,38.8,35.8,65.3,45.9,10.5,4414.3,3169.5
8.08,39.7,56.3,22.5,21.7,27,487.8,67.7,6.6,1214,1158
5.77,77.4,24.2,29,16.2,14.7,192.3,61.3,8.8,4081.1,3433.7
4.94,16.7,67.5,77.2,32.3,30.7,192.4,63,7.6,4657.1,3869.1
5.41,87.4,38.7,65.7,38.5,25.4,250.7,48,6.3,2147.8,2388.4
6.21,83.5,79,46.5,29.1,29.5,362.7,71.8,6.1,2640,2413.3
7.77,78.9,6.7,12.4,37.2,36.7,121.8,25.7,8,4842.1,3742.9
7.94,37.8,33.5,31.3,24,23.2,164.7,70.8,5.7,3809.8,3375.4
4.53,84.1,18.5,68.3,40.8,37,482.7,71.2,6.8,6148.1,5043
6.54,26.5,46.7,51,31.3,32.5,444.6,56.1,4.3,3054.3,2816.2
6.17,21.2,23.2,44.8,13.8,24.7,145.6,38.4,10.3,2600,2601
5.39,14,60.3,35.1,45.1,28.1,307.9,56.3,4.3,6909.2,6481.8
4.98,94.5,71.1,58.6,42.7,19.8,141.6,28.6,11,6466.8,5636
5.85,37.7,20.8,87.3,48.4,39.5,297.5,40,4.4,1174,875.9
8.27,92.6,17.1,82.1,30.6,30,214.6,49.5,10.8,5624.4,5279.8
5.79,34.5,70.7,12.4,35.4,11.3,213.1,67.1,9.2,1662,1184.4
6.58,91.7,32.1,48.5,43.9,19.8,335.8,33.1,8,1164.9,1206.1
7.31,91.4,37.6,36.4,7.4,28.7,163.3,31.1,5.2,2642.2,2348.7
5.95,93.1,21.6,50.8,46,11.7,231.9,62.5,6.1,2616.1,2074
8.39,54.7,36.9,58.5,17.2,10.7,466.4,67.6,9.5,5915.9,3692.5
8.35,87.9,22.3,26,7.6,23.5,389.9,25.9,8.1,5264,4276
5.51,95.6,54.9,72.5,15.7,20,222.5,22.3,8.1,6889.7,6017.8
6.49,39.2,42.4,48,31.4,23.1,153.6,30.3,5.1,5269.1,5781.3
5.7,47.7,64.1,89.4,7.2,17.9,346.6,83.1,7.8,3509.5,2955
5.64,74.7,28.5,12,5,14.9,413.5,67.1,8.7,5193.6,3679.9
4.65,37,42.9,25.2,33.8,30.7,437.3,84.5,5,6996.8,6115
6.94,77.8,24.5,65.2,25.4,25.4,303.9,66.5,11.8,5260.9,5025.4
6.51,16.7,75.1,65.6,43,16,282.6,87.6,10.6,5570.1,5060.3
4.71,57.1,44.1,56.6,16.6,19.6,373.8,50.7,6.5,6630.2,5474.3
5.61,21,18,87.8,17.6,27.8,129.1,61.9,8.5,1681.9,1431.1
8.13,36.4,25.5,43.2,8.5,12.2,433.5,62.1,8.5,5228.7,3877.5
5.46,33.3,11.2,43.4,29.2,14.4,83.3,20.2,4.9,6104.8,4988.7
5.08,85.5,7.1,82.8,21.5,12.2,321.4,21.9,7.5,6726.3,5280.3
6.46,27.4,44.4,53.1,20.3,34.4,315.4,30.2,5.7,2265.8,1877.3
8.44,82.8,30.3,38.3,25.6,32.6,189.8,55.8,6.7,4023.6,3156.5
5.47,81.5,77.3,67.5,43.2,32.6,66,50.1,11.6,5083.3,4801.2
7.19,54.9,17.8,59.6,9.7,31.5,373,57.8,8.4,2484.8,2259.2
7.55,31,64.5,34.5,28.6,30.1,60.9,76,4.5,4602.8,4131.1
5.45,30.4,28.7,33.8,13.8,24.3,130.8,77.6,9.4,2545.5,2518.3
7.41,51.8,21.8,41.6,14.6,29.3,294.9,88.4,12,3000.7,2986.5
5.97,10.8,77.7,15.7,16.6,11.2,473,59,5.3,3649.1,2505.5
7.03,57.8,65.2,85.4,25.7,28.6,79.7,44.3,9.5,4175.1,3660.5
7.03,95.8,52.3,24.6,27.2,33.3,310.5,41.6,10.6,3696.2,3230
6.64,23.9,57.3,25.5,44.2,25,198,43.9,10.8,3959.2,4389.5
4.86,61.6,79.4,61.8,45.1,20.7,351.2,42.7,9.7,2791.5,2655.9
7.84,96.6,49.5,67.9,31.4,18.3,478.8,47.5,11.3,1953.8,1772.6
5.78,87.4,12.6,68.9,17.7,29.3,170.9,25.2,4.3,1284.1,1129.3
5.25,86.5,9.9,40,41.8,30.8,480.2,64.3,4.5,2175.9,2058.3
4.66,84,55,79.9,40.7,36.1,441.8,59.8,5.1,4491.7,3255.9
6.86,37.8,54.3,53.5,40.9,20.3,323.2,52.3,4.3,5716.7,5168.5
7.21,90.2,61.1,45.1,5.7,33.1,391.2,25.7,5,2015.5,1626.6
4.57,94.7,13.2,74.8,38.9,26.8,439.2,26.5,10.5,1651.3,1693.9
6.55,54.6,75.9,29.5,43.4,36.5,411.6,58.2,11.2,5495.7,4859.2
5.41,41.9,46.3,78.8,32.2,25.8,197,22.6,6.7,2830.9,2683.7
7.08,47.3,53.7,53.1,38.8,25.5,415.7,70.7,11.7,6709,7170.8
5.2,40.1,7.6,82,39.9,27.3,191.1,89.6,7.3,5285.9,5674
7.26,29.1,77.1,26.1,27.8,32.5,440.2,61.8,5.4,2960.5,2622.5
6.05,65.7,47.2,84.9,41.6,38.9,165,70.6,9.5,2737.3,1993.8
8.25,60.6,47.3,65,40.7,12.2,307.5,50.7,7.4,4142.2,3049.7
5.05,51.6,75.8,59.5,46.2,11.6,361.8,66.7,4.2,1474.9,1110.9
5.86,18.6,74.7,43.8,46.5,38.1,241.6,65.6,11.7,1706.1,1477.2
4.95,81.7,21.5,86.5,28.8,25.9,402.3,77.7,8.8,2055.1,1997.2
8.2,25.7,74.8,45.5,6.4,28.4,466.4,69.8,8.9,5648.3,4598.7
8.01,20.3,60.2,49.9,5.9,24.5,133.8,72.4,11.9,4083.1,3767.8
5.53,66.1,6.4,72.5,47.3,12.8,65,59,10.7,1063.4,774.7
7.14,45.9,23,32.8,20.2,33,331.9,53.9,6.9,5041.1,4541.5
7.77,15.4,36,33.3,22,32.4,321,52.1,4.3,3542.1,2969.7
6.72,42,48.7,72,26.1,19.4,203.6,47.4,5.8,4065.1,3764.7
6.62,79.5,57.6,20.3,17,19.2,403.5,38.6,6.8,2284.7,2021.8
5.47,65.4,20.8,75.8,31.6,35.1,421.8,22.3,11.7,4310.7,3389
4.87,42.7,67.8,60,40.3,12.2,199.4,67,11.1,6874.9,5568.6
8.09,27.3,68.4,53.1,16.6,36.4,357,83.1,4.2,1440.7,1030.3
8.1,66.9,52.6,28.3,38.4,17.7,338.9,85.1,11.9,2703.5,2199.3
7.03,89.9,74.1,72.9,35.2,27.8,204.2,60.6,6.1,2458,2562
5.86,68.2,66,74.4,28.7,38.1,486.1,26.6,10.2,2491.3,2041.1
5.9,83.2,21.6,48.6,19.6,30.3,205.9,81.5,4.9,3272.2,3100.1
7.4,56.9,64.9,41.1,44.3,22.4,329.1,72.3,5.8,5908.7,6400
8.09,74.6,76.5,29.7,23.1,30.7,221.1,37.6,8,6477.2,5999.5
8.05,90.7,15.3,70.3,21.9,20.3,55.3,76.2,9.6,2213.3,1842.5
7.62,79.6,78.4,61.2,33.9,18.3,91.2,53,6.8,4257.7,3901.9
7.07,91.9,6.9,26.5,46.4,39.9,154.5,82.1,11,4821.4,3974.1
4.84,48.8,44.2,73.6,27.9,32.5,415.5,37.3,11.5,4131,3530.3
5.15,91.4,63,80.6,37.5,29.3,248.9,76.1,5,3604.5,3571.8
8.09,65.9,64.3,14.7,25.6,20.7,314.9,69.8,9.7,2151.9,2076.1
6.93,88.3,60.1,71.8,14.8,11.5,474.7,21,5.1,3929.3,3019.7
4.54,13.5,44.7,78.2,10.6,10.9,116.2,59.4,6.7,3407.3,2276.6
4.91,69.2,53.8,89.3,11.1,26.6,437.8,70.1,10.6,5773.4,5047.7
7.15,86.3,57.5,29,6,32.9,220.7,30.9,6.7,5581.6,4680
4.52,25.7,42.1,39.7,29.9,26.1,201.9,57.2,11.3,1804,1598
5.14,69.6,49.7,87.3,10.9,35.2,331.5,41.3,7.3,1531.1,1124.6
6.69,84.2,68.5,17.5,44,11,454.4,68.7,6.5,6448.9,5388.7
7.27,35.9,28.5,51.9,49.2,21,206.8,57.8,11.9,4213.1,4103
7.11,46.5,44.2,50.5,27.3,17.1,392.6,63.5,7.5,6146.8,5650.1
5.4,61.3,5.6,58.5,25.2,23.4,58.7,25.1,9.9,1348.9,1236.9
7.35,56.7,56.6,36.5,20.7,12.2,330.4,29.6,8.8,4159.1,3285.3
5.45,13.5,19.7,84.1,33.7,38.6,333.8,58.6,5.6,4236.6,3098.5
5.8,18.9,41.1,31.6,32.4,16.7,300.2,32.7,8,6164.2,5147.4
7.49,19,20.8,62,20.5,37.7,472,54.9,4.6,1585.7,1083.1
7.1,33.6,6.8,49.7,20.4,22.8,472.4,68.3,9.7,2442.7,2394.1
7.9,32.1,41.2,31.3,34,39.6,203.9,76.7,8.2,3439.2,2343
7.13,76.8,36.9,25.1,30,26.6,255.4,30,5,6195,6375.1
6.77,61.5,36.9,86.5,37.3,37.9,406.6,71.9,10.1,6633.3,5712.9
4.87,78.8,20.7,54.9,47.4,10.2,429.8,45.4,10.4,6956.3,4511.9
5.97,16.3,76,58.3,40.1,32.4,238.1,67.5,9.9,6755.2,6230.5
5.56,53.7,5.3,72.6,18.7,37.1,207.1,30.2,6.6,1035.7,692.5
5.48,39.1,71.9,16.5,39.2,14.2,419.3,56.1,9.8,1286.3,1062.3
8.39,86.5,60.3,67.1,25.3,12.9,219.6,78.6,8.6,1885.6,1557
6.07,73.7,17.9,23.2,40,22.7,232.4,27.5,8.4,3093.2,3271.7
8.07,88.2,40.4,69.2,44.9,38,111,77.9,9.2,5979.5,4442.7
7.02,14.2,79.2,21.3,16.2,26.3,294.3,51.7,9,6355.9,5786.2
7.68,74.9,53.3,76.6,15.7,25.8,196.9,77.6,10.4,2121,2264.8
6.51,58.6,14.6,64.5,24.5,14.2,315.8,87.1,11.9,4718,4105
6.81,84.3,39.3,40.9,7.3,10,251.7,31.2,9.8,6504.2,4460.7
6.47,55.6,40.1,38.7,35.9,34.3,386.7,67.2,7.5,3782.4,3588.5
5.28,58.6,65.2,21.9,38.7,12.6,175,36.5,7.7,1621.3,1165.6
7.39,14.7,73.7,82.3,20.5,29,127.4,29.5,4.2,3746.9,3205.1
5.62,70.2,11.2,19.5,25.9,37.4,366.3,64,5.3,3254.8,2536
4.6,34.6,28.6,47.8,31.6,16.3,222.9,27.6,5.8,4465.9,3296.3
7.08,11.8,27.4,28.9,8.3,30,303.6,52.6,11.9,3632,3147.4
5.21,16,79.7,89.7,37,12.4,473.5,64.5,10.1,1104.1,858.4
8.26,96.2,46.9,56.9,28.7,28.1,267.8,55,5.1,6964,6098.6
8.32,41.1,71,22,33.1,14.9,118.6,68.8,8,4261.2,3072
8.16,88.1,37,63.4,37.6,32.1,242,76.1,5.7,3841.8,3585.6
5.98,96.4,59.2,89.3,35.4,19,265.3,81.1,6.4,6727.7,6996.2
4.56,94.9,26.5,58.4,9.3,23.9,394.7,59.2,8.8,1935.2,1831
8.21,89.4,73.4,46.6,40.2,28,137.8,39.4,8.8,2135.4,1876.7
6.21,90.5,39.1,33.5,32.5,15.1,206.1,55.7,11,5848.1,5010.5
8.37,36,65.3,17.4,37.2,32.2,72.5,47.1,5.3,2565,1984.1
8.35,23.6,24.2,28.3,16.8,19.1,365.9,35.8,8,5795.4,5025.7
7.91,67.5,57,54.3,15,29.9,384.8,57,8.8,2629.2,2428.9
5.68,53.9,35.4,70.3,42.2,14.7,255.7,21.6,11.4,1199.1,887.4
6.04,18.9,7.4,80.2,22.6,30.6,292.2,62.4,8.1,4102.1,3379.7
7.9,71,36,73.5,30.9,13.8,387.4,77.5,6.7,2180.1,1923.4
5.77,60.7,46.3,20,29.8,22.8,170.7,90,6.3,5547.1,5110.8
5.18,87.7,16.4,71.9,31.3,17.4,323.1,84.5,5.7,4847.2,4610.3
6.73,64.8,18.8,56.5,8.1,32.5,483.8,26.3,11.7,6541.6,6033.1
8.24,61.7,39.9,47.5,18.6,17.9,346.1,31.4,8.8,5697.9,4421.3
7.28,49.7,30.7,55.8,8,36.5,85.1,29.7,6.4,2084.7,1546.8
6.78,51.7,38.1,10.6,26.6,36.8,180.6,59.1,10,5800.9,4756.4
4.89,95.9,39.6,15.4,45.6,15.9,283.6,23.2,6.3,4850.4,3931.9
6.96,22.5,15.5,52.1,22.5,28.4,82.7,85.6,8,5013.7,4598.3
8.46,50.2,18.6,23.9,40.2,12.6,354.5,24.3,4.2,5993.6,4310
5.06,69,68.6,53.6,17.9,21.7,344.4,47.4,10.8,4442.9,3890.3
6.57,49,17.2,38.3,43.5,31.4,444.3,82.6,11.7,3796,3469.3
8.01,35.5,54.9,82.6,23.9,29.8,275,86.4,10.9,4819.8,4470
7.46,35.9,36.4,86,21,28.7,361.5,52.6,5.4,2787.7,2531.6
7.29,31,77.6,88.4,36.4,18.5,131.9,54.2,10.6,2095.6,1752.9
7.31,41,10,81.9,28.1,21.3,51.3,64.5,6.8,4699.5,4874.3
5.94,88.5,67.3,88.9,20.2,13.1,127.5,48.5,11.5,2403.1,1747.7
5.67,55.5,41.9,66.5,7.6,31.6,78,42.7,6.4,1479.5,1351.2
7.74,31.6,5.4,86.8,12.5,25.1,242.5,71.8,4.7,1003.3,920
7.74,44.6,24.8,61.3,39.8,31.3,260.7,61.7,10.8,4649.9,3896.1
7.97,19.5,35.6,74.7,46.4,17.5,340,53.7,4.9,3172.9,2514
8.15,91.4,28.6,20.6,12.6,19.7,113.3,27.1,8.3,5513.9,4479.2
6.55,46.7,32.2,64.6,30.6,20,146.6,24.8,7,3251.1,3087.8
6.51,98.2,73.8,84.5,6.5,10.8,409.2,55.8,10.1,3916,3234.5
7.69,41.3,32.1,53.2,18.1,20.2,309.4,63.4,10,3442.5,3264.6
7.1,85.3,36.4,24.9,25.2,34.1,63.2,66,10.2,4903.4,3898
7.31,33.1,62.1,52.2,38.1,36.9,431.8,82.6,4.5,3136.8,2403.7
7.68,16.9,64.5,66.6,7,25.5,333.4,77.1,10.9,6782.6,6007.8
8.06,12.9,11.3,71.6,40.2,23.7,134,29.9,7.7,6616.9,6469.3
5.85,64.6,57.8,51.9,14.1,10.9,163.4,75.6,5.8,6088.2,4081.6
6,38,41.2,27.4,39.2,36.4,299.1,67.3,6.4,6521.8,4978.6
4.88,49.9,15,84.1,33.1,10.4,302.4,78,11.2,3694.8,2745.3
6.81,83.7,24.9,71.9,20.3,38.3,412.3,79,4,4218.6,3092.5
4.64,32.3,8.4,31.7,37.6,24.7,211.4,44.2,10.4,5452.6,4829.9
6.36,37.8,32,74.9,15.6,20.3,297.2,38.4,11.4,5176.9,4548.2
6.67,86.1,24.2,37.8,14.9,37.7,312.1,58.7,6,6344.1,4799.8
5.65,54.3,33.7,35,7.8,10.7,301.4,40.9,10.6,5298,3298.2
6.86,84.5,48.5,79,22.7,27.4,82.8,44.5,5.3,6987.3,7292.7
4.62,43.7,59.9,79.9,9.4,26.5,235.1,24.8,4.1,3091,2888.8
4.65,45.9,50.4,41.9,23.9,16.6,202.5,89.4,8.8,5998,4829.4
7.79,25,55.9,10.7,5.4,22.9,496.7,41.7,9.2,5185.8,4916
5.94,92.5,69.9,24.9,12,29.6,259.6,74.6,5.2,5148.3,4645.4
5.01,90.7,70.5,82.7,47,31.8,245.9,89.5,8.1,2955,3071.3
6.59,98.6,69.6,81.9,40.8,10,267.7,87.8,7.1,5713.6,4564.9
7.58,46.2,16.5,46.3,15.6,38.1,463.7,64.4,4.6,6402.3,4818.9
5.36,83.7,23.8,34.3,37.3,14.9,325.2,57.7,8.1,2311.3,1834.5
6.99,47.3,42.7,34.2,35.1,17,225.1,41.6,8.7,4753,4103.4
4.84,50.9,31.9,81.8,13,17.9,460.7,80.3,5.7,3352.8,2914.4
4.71,84.7,14.9,36,21.7,11.1,468.4,43.7,9.9,6937.3,4636.6
6.63,26,26.6,50.9,46.1,13.7,168.9,27.5,4.6,3873,3251.7
6.66,29.8,78.2,68.5,38.2,39.6,227,40.6,8.4,2369.9,1681.2
7.05,38.3,31,26.8,39.2,19.5,484.9,42.1,6.4,3291.1,3028
7.4,80.9,36.4,30.3,30.4,13.5,293.5,70.3,7.5,4923,3777.6
8.4,43.5,5.5,38.6,34.9,13.2,244.3,31.9,11.1,1456.5,1139.5
6.57,42.2,59,62.3,27.9,31.6,137.9,42.2,9.4,4621.6,4520.7
5.79,99.9,36,75.4,38.3,35.6,223,25.4,5.2,6587.3,5387
7.68,44.5,12.7,53.7,38,17.7,334.1,79.4,11.1,6102.2,5398.6
5.58,32.3,77.6,20.6,6.4,10.6,67.4,70.7,7,1406,1050.7
6.26,66.1,63.3,45.7,33.4,16.7,87.5,50.6,6.7,6960.3,6444.5
4.81,82.2,59.5,20.2,33.3,11.7,52.4,50.1,8,5192.4,3898.6
4.6,16.3,76.8,17.1,8,13.1,148.5,31.6,5.6,1973.7,1358.9
8.35,65.7,35.6,57.2,23.5,22.9,132.3,46.9,11.3,1074.5,1059.9
7.84,13.2,58.9,86.5,45.4,16.9,432.9,83.5,7.7,2027.7,1705.9
7.28,57.4,20.5,77,47.9,25.5,133.4,29.7,7.2,6029.1,6670.2
6.14,33.1,57.3,72,40.2,17.6,347.5,73.6,5.4,1129.8,1064.9
5.19,37.6,6.1,68.2,11.8,38.2,103.3,23.3,10.4,2398.9,1677.3
